code,description,name,prerequisites
Linguistics/Hindi (LIHI) 1AX,"Small conversation sections taught entirely
				  in the target language. Emphasis on listening comprehension,
				  speaking, vocabulary building, reading, and culture. Must be taken in conjunction
				  with LIHI 1BX. ",,[]
Linguistics/Hindi (LIHI) 1B,"Presentation and practice of the basic grammatical
				  structures needed for oral and written communication and for
				  reading. This course is taught entirely in Hindi. Must be taken
				  in conjunction with LIHI 1B. ",,[]
Linguistics/Hindi (LIHI) 1BX,"Small conversation sections taught entirely in the target language. Emphasis on listening comprehension, speaking, vocabulary building, reading, and culture. Must be taken in conjunction with LIHI 1CX. ",,[]
"Linguistics/Hindi
		  (LIHI) 1C","Presentation and practice of the basic grammatical
				  structures needed for oral and written communication and for
				  reading. This course is taught entirely in Hindi. Must be taken in conjunction
				  with LIHI 1C. ",,[]
Linguistics/Hindi (LIHI) 1CX,"Small conversation sections taught entirely
				  in the target language. Emphasis on listening comprehension,
				  speaking, vocabulary building, reading, and culture. Must be taken in conjunction
				  with LIHI 1DX. ",,[]
Linguistics/Hindi (LIHI) 1D,"Presentation and practice of the basic grammatical
				  structures needed for oral and written communication and for
				  reading. This course is taught entirely in Hindi. Must be taken in conjunction
				  with LIHI 1D. ",,[]
Linguistics/Hindi (LIHI) 1DX,"Small conversation sections taught entirely in the target language. Emphasis on listening comprehension, speaking, vocabulary building, reading, and culture. Must be taken in conjunction with LIIT 1AX. ",,[]
"Linguistics/Italian
		  (LIIT) 1A",Presentation and practice of the basic grammatical structures needed for oral and written communication and for reading. The course is taught entirely in Italian. Must be taken with LIIT 1A. ,,[]
Linguistics/Italian (LIIT) 1AX,"Small conversation sections taught entirely in the target language. Emphasis on listening comprehension, speaking, vocabulary building, reading, and culture. Must be taken in conjunction with LIIT 1BX. ",,[]
Linguistics/Italian (LIIT) 1B,Presentation and practice of the basic grammatical structures needed for oral and written communication and for reading. The course is taught entirely in Italian. Must be taken with LIIT 1B. ,,[]
Linguistics/Italian (LIIT) 1BX,"Small conversation sections taught entirely in the target language. Emphasis on listening comprehension, speaking, vocabulary building, reading, and culture. Must be taken in conjunction with LIIT 1CX. ",,[]
Linguistics/Italian (LIIT) 1C,Presentation and practice of the basic grammatical structures needed for oral and written communication and for reading. The course is taught entirely in Italian. Must be taken with LIIT 1C. ,,[]
Linguistics/Italian (LIIT) 1CX,"Small conversation sections taught
                  entirely in the target language. Emphasis on listening comprehension,
                  speaking, vocabulary building, reading, and culture. Must be
                  taken in conjunction with LIIT 1DX. Successful completion
                  of LIIT 1D and LIIT 1DX satisfies the requirement for language
                  proficiency in Revelle and Eleanor Roosevelt Colleges. ",,[]
Linguistics/Italian (LIIT) 1D,"Practice of the grammatical functions
          indispensable for comprehensible communication in the language. The
          course is taught entirely in Italian. Must be taken in conjunction
          with LIIT 1D. Successful completion of LIIT 1D and LIIT 1DX satisfies
          the requirement for language proficiency in Revelle and Eleanor Roosevelt
          Colleges. ",,[]
Linguistics/Italian (LIIT) 1DX,"A communicative introduction to Italian for students with no prior exposure, with attention to listening comprehension, conversation, reading, writing, grammar analysis, and culture. Equivalent to LIIT 1A/1AX. ",,[]
Linguistics/Italian (LIIT) 5AS,"A course to increase the proficiency level of students who have completed LIIT 1A/1AX, 5AS or who are at an equivalent level. Attention to listening comprehension, conversation, reading, writing, grammar analysis, and culture. Equivalent to LIIT 1B/1BX.  ** Consent of instructor to enroll possible  **",,[]
Linguistics/Italian (LIIT) 5BS,"A course to increase the proficiency level of students who have completed LIIT 1B/1BX, 5BS or who are at an equivalent level. Attention to listening comprehension, conversation, reading, writing, grammar analysis, and culture. Equivalent to LIIT 1C/1CX.  ** Consent of instructor to enroll possible  **",,[]
Linguistics/Italian (LIIT) 5CS,"A course to increase the proficiency level of students who have completed LIIT 1C/1CX, 5CS or who are at an equivalent level. Attention to listening comprehension, conversation, reading, writing, grammar analysis, and culture. Equivalent to LIIT1D/1DX.  ** Consent of instructor to enroll possible  **",,[]
Linguistics/Italian (LIIT) 5DS,"Small conversation sections taught entirely
				  in the target language. Emphasis on listening comprehension,
				  speaking, vocabulary building, reading, and culture. Emphasis
				  on the language and culture of Brazil. Must be taken in conjunction with
				  LIPO 1AX. ",,[]
Linguistics/Portuguese (LIPO) 1A,"Presentation and practice of the basic grammatical
				  structures needed for oral and written communication and reading. The course
				  is taught entirely in Portuguese. Must be taken in conjunction with LIPO
				  1A. ",,[]
Linguistics/Portuguese (LIPO) 1AX,"Small conversation sections taught entirely
				  in the target language. Emphasis on listening comprehension, speaking,
				  vocabulary building, reading, and culture. Emphasis on the language and
				  culture of Brazil. Must be taken in conjunction with LIPO 1BX. ",,[]
Linguistics/Portuguese (LIPO) 1B,Presentation and practice of the basic grammatical structures needed for oral and written communication and reading. The course is taught entirely in Portuguese. Must be taken in conjunction with LIPO 1B. ,,[]
Linguistics/Portuguese (LIPO) 1BX,"Small conversation sections taught entirely
				  in the target language. Emphasis on listening comprehension, speaking,
				  vocabulary building, reading, and culture. Emphasis on the language and
				  culture of Brazil. Must be taken in conjunction with LIPO 1CX. ",,[]
Linguistics/Portuguese (LIPO) 1C,"Presentation and practice of the basic grammatical
				  structures needed for oral and written communication and reading. The course
				  is taught entirely in Portuguese. Must be taken in conjunction with LIPO
				  1C. ",,[]
Linguistics/Portuguese (LIPO) 1CX,"Small conversion sections taught entirely in the target language. Emphasis on listening comprehension, speaking, vocabulary building, reading, and culture. Must be taken in conjunction with LIPO 1DX. Successful completion of LIPO 1D and LIPO 1DX satisfies the requirement for language proficiency in Revelle and Eleanor Roosevelt Colleges. ",,[]
Linguistics/Portuguese (LIPO) 1D,Practice of the grammatical functions indispensable for comprehensible communication in the language. The course is taught entirely in Portuguese. Must be taken in conjunction with LIPO 1D. Successful completion of LIPO 1D and LIPO 1DX satisfies the requirement for language proficiency in Revelle and Eleanor Roosevelt Colleges. ,,[]
Linguistics/Portuguese (LIPO) 1DX,"Conducted entirely in Portuguese. Course aims to improve oral
                  language skills through discussions of social science topics,
                  with emphasis on social and political movements in contemporary
                  Brazil. Course materials may encompass televised news broadcasts,
                  newspapers, and periodicals.  ** Consent of instructor to enroll possible  **",,[]
Linguistics/Portuguese (LIPO) 15,"Conducted entirely in Portuguese. Course aims to improve oral
                  language skills through discussions of social science topics,
                  with emphasis on culture and the arts in contemporary Brazil.
                  Course materials may encompass televised news broadcasts, newspapers,
                  and periodicals.  ** Consent of instructor to enroll possible  **",,[]
"Linguistics/Portuguese
                      (LIPO) 16","Conducted entirely in Portuguese. Course aims to improve oral
                  language skills through discussions of social science topics,
                  with emphasis on the role of ethnicity in contemporary Brazil.
                  Course materials may encompass televised news broadcasts, newspapers
                  and periodicals.  ** Consent of instructor to enroll possible  **",,[]
Linguistics/Portuguese (LIPO) 17,"Small conversation sections taught entirely in the target language. Emphasis on listening comprehension, speaking, vocabulary building, reading, and culture. Must be taken in conjunction with LISP 1AX. ",,[]
Linguistics/Spanish (LISP) 1A,Presentation and practice of the basic grammatical structures needed for oral and written communication and for reading. The course is taught entirely in Spanish. Must be taken with LISP 1A. ,,[]
Linguistics/Spanish (LISP) 1AX,"Small conversation sections taught entirely in the target language. Emphasis on listening comprehension, speaking, vocabulary building, reading, and culture. Must be taken in conjunction with LISP 1BX. ",,[]
Linguistics/Spanish (LISP) 1B,Presentation and practice of the basic grammatical structures needed for oral and written communication and for reading. The course is taught entirely in Spanish. Must be taken with LISP 1B. ,,[]
Linguistics/Spanish (LISP) 1BX,"Small conversation sections taught entirely in the target language. Emphasis on listening comprehension, speaking, vocabulary building, reading, and culture. Must be taken in conjunction with LISP 1CX. ",,[]
Linguistics/Spanish (LISP) 1C,Presentation and practice of the basic grammatical structures needed for oral and written communication and for reading. The course is taught entirely in Spanish. Must be taken with LISP 1C. ,,[]
Linguistics/Spanish (LISP) 1CX,"Small conversation sections taught entirely in Spanish. Emphasis on speaking, reading, writing, and culture. Practice of the language functions needed for successful communication. Must be taken in conjunction with LISP 1DX. Successful completion of LISP 1D and LISP 1DX satisfies the requirement for language proficiency in Eleanor Roosevelt and Revelle Colleges. ",,[]
Linguistics/Spanish (LISP) 1D,Practice of the grammatical functions indispensable for comprehensible communication in the language. The course is taught entirely in Spanish. Must be taken in conjunction with LISP 1D. Successful completion of LISP 1D and LISP 1DX satisfies the requirement for language proficiency in Eleanor Roosevelt and Revelle Colleges. ,,[]
Linguistics/Spanish (LISP) 1DX,"This course concentrates on those language
				  skills essential for communication: listening comprehension, conversation,
				  reading, writing, and grammar analysis. UC San Diego students: LISP 5A is equivalent
				  to LISP 1A/1AX, LISP 5B to LISP 5B/5BX, LISP 5C to LISP 1C/1CX and LISP
				  5D to LISP 1D/1DX. Enrollment is limited. ",,[]
"Linguistics/Spanish (LISP) 5A, 5B, 5C, 5D","Conducted entirely in Spanish. Course aims to improve oral language skills through discussions of social science topics, with emphasis on political events and current affairs. Course materials encompass televised news broadcasts, newspapers and periodicals. LISP 15 is offered fall quarter only, LISP 16 is offered winter quarter only, and LISP 17 is offered spring quarter only. Each course may be taken one time and need not be taken in sequence. ",,[]
"Linguistics/Spanish (LISP) 15, 16, 17","An intermediate-level course on Spanish as used in the health sciences, especially in clinical and field settings. Attention to listening, speaking, relevant vocabulary, cultural knowledge, reading, and writing. May be taken for credit up to two times. ",,[]
Linguistics/Spanish (LISP) 18,"Introductory-level study of a language in the language laboratory on a self-instructional basis. Depending on the availability of appropriate study materials, the course may be taken in blocks of two or four units of credit and may be repeated up to the total number of units available for that language. ",,[]
MUS 1A,"This course, first in a three-quarter sequence, is primarily intended for students without previous musical experience. It introduces music notation and basic music theory topics such as intervals, scales, keys, and chords, as well as basic rhythm skills. ",Fundamentals of Music A,[]
MUS 1B,"This course, second in a three-quarter sequence, focuses on understanding music theory and in developing musical ability through rhythm, ear training, and sight singing exercises. Topics include major and minor scales, seventh-chords, transposition, compound meter and rudiments of musical form. ",Fundamentals of Music B,['MUS 1A']
MUS 1C,"This course, third in a three-quarter sequence, offers solid foundation in musical literacy through exercises such as harmonic and melodic dictation, sight singing exercises and rhythm in various meters. Topics include complex rhythm, harmony, and basic keyboard skills. ",Fundamentals of Music C,['MUS 1B']
MUS 2A-B-C,"Primarily intended for music majors. Development of basic skills: perception and notation of pitch and temporal relationships. Introduction to functional harmony. Studies in melodic writing. Drills in sight singing, rhythmic reading, and dictation. ",Basic Musicianship,[]
MUS 2AK-BK-CK,"Scales, chords, harmonic progressions, transposition, and simple pieces. ",Basic Keyboard,['MUS 2A']
MUS 2JK,"This course will introduce basic voicings and voice leading, stylistically appropriate accompaniment, and basic chord substitution. For majors with a Jazz and the Music of the African diaspora emphasis to be taken concurrently with MUS 2C.  ** Consent of instructor to enroll possible  **",Jazz Keyboard,['MUS 2AK']
MUS 4,"A brief survey of the history of Western music from the Middle Ages to the present. Much attention will be paid to the direct experience of listening to music and attendance of concerts. Class consists of lectures, listening labs, and live performances. ",Introduction to Western Music,[]
MUS 5,"An examination and exploration of the art and science of music making. Topics include acoustics, improvisation, composition, and electronic and popular forms. There will be required listening, reading, and creative assignments. No previous musical background required. ",Sound in Time,[]
MUS 6,Lectures and listening sessions devoted to the most significant works of music realized through the use of computers and other electronic devices from the middle of this century through the present. ,Electronic Music,[]
MUS 7,"Exploration of the interactions among music, science, and technology, including the history and current development of science and technology from the perspective of music. ","Music, Science, and Computers",[]
MUS 8,"Jazz is one of the primary foundations for American music in the twentieth and twenty-first centuries. This course highlights the multicultural and international scope of jazz by taking a thematic rather than a chronological approach to the subject, and by highlighting the music and lives of a diverse array of jazz practitioners from around the country and around the world. Students may not receive credit for both MUS 8 and MUS 8GS. ",American Music: Jazz Cultures,[]
MUS 9,"The symphonic masterworks course will consist of lectures and listening sessions devoted to a detailed discussion of a small number of recognized masterworks (e.g., Mozart, Beethoven, Berlioz, Stravinsky, Ligeti, etc.). ",Symphony,[]
MUS 11,"A course on folk music of the world, covered through lectures, films, and listening sessions devoted to detailed discussion of music indigenous to varying countries/areas of the world. Topics vary from year to year. May be repeated once for credit. ",Folk Music,[]
MUS 12,"A study of opera masterworks that often coincide with operas presented in the San Diego Opera season. Class consists of lectures, listening labs, live performances, and opera on video. ",Opera,[]
MUS 13,"Through surveying selected musical traditions and practices from around the world, this course explores the ways in which music both reflects and affects social, cultural, and ecological relationships. Specific case studies will be covered through lectures, films, and listening sessions. ",Worlds of Music,[]
MUS 14,"This course offers opportunities to prepare oneself for experiences with new music (through preview lectures), hear performances (by visiting or faculty artists), to discuss each event informally with a faculty panel: an effort to foster informed listening to the new in music. ",Contemporary Music,[]
MUS 15,"A course on popular music from different time periods, covered through lectures, films, and listening sessions. Topics vary from year to year. May be repeated once for credit. ",Popular Music,[]
MUS 16,"This course will explore The Beatles from musical, cultural, historical, technological, and critical angles. It will place them in context, examining their assorted confluences and wide influences. The group will be critically examined as artists, innovators, and public personalities. Listening, watching, and discussion will provide a broader, deeper, and more personal understanding of the group’s enduring appeal. ",The Beatles,[]
MUS 17,This class presents a broad chronological overview of the development of hip-hop as a musical form from the late 1970s through today. It examines the development of the style in relation to direct context and to earlier African American musical and cultural forms and considers the technological and legal issues that have impacted its development. The class is listening intensive and students will be expected to know and recognize essential structures and production techniques. ,Hip-Hop,[]
MUS 18,"A survey of Eastern European Jewish folk music, Yiddish theatre and popular song, and their transition to America. Credit not allowed for MUS 18 and JUDA 18. (Cross-listed with JUDA 18.) ",Klezmer Music,[]
MUS 20,"How do we transform complex sounds into comprehensible and meaningful music? What physiological, neurological, cognitive, and cultural systems are involved? Why do we make music in such diverse ways around the globe? Does music have evolutionary or ecological significance? What is the relationship between music, motion, and emotions? This course explores contemporary understandings of how we hear and how we become musical and invites students to listen to new music in new ways. Students may not receive credit for both MUS 20 and COGS 20. (Cross-listed with COGS 20.) ",Exploring the Musical Mind,[]
MUS 32,Individual instruction on intermediate level in instrumental technique and repertory. For declared music majors and minors. Students must be simultaneously enrolled in a performance ensemble or nonperformance music course. May be taken six times for credit. ,Instrumental/Vocal Instruction,[]
MUS 32G,Group instruction in instrumental or vocal technique and repertory. Intermediate level. Intended for students who make an important contribution to Department of Music ensembles. ,Group Instrumental Instruction,[]
MUS 32V,Individual instruction on intermediate level in vocal technique and repertory. For declared music majors and minors. Students must be simultaneously enrolled in a performance ensemble or nonperformance music course and in MUS 32VM. May be taken six times for credit. ,Vocal Instruction,[]
MUS 32VM,"All students enrolled in voice lessons (32V,
				  132V, or 132C) perform for one another and their instructors.
				  Students critique in-class performances, with emphasis on presentation,
				  diction, dramatic effect, vocal quality, and musicality. ",Vocal Master Class,['MUS 32V']
MUS 33A,First course in a sequence for music majors and nonmajors pursuing an emphasis in composition. The course examines “sound” itself and various ways of building sounds into musical structures and develops skills in music notation. Students compose solo pieces in shorter forms. Students may not receive credit for both MUS 33 and 33A.  ** Consent of instructor to enroll possible  **,Introduction to Composition I,['MUS 2C']
MUS 33B,"Second part of course sequence for students pursuing a composition emphasis. Course continues the building of skills with the organization of basic compositional elements: pitch, rhythm, and timbre. It explores issues of musical texture, expression, and structure in traditional and contemporary repertoire. Writing for two instruments in more extended forms. ",Introduction to Composition II,['MUS 33A']
MUS 33C,"Third part of course sequence for students pursuing a composition emphasis. Course continues the development of skills in instrumentation and analysis. It includes a survey of advanced techniques in contemporary composition, with additional focus on notation, part-preparation, and the art of writing for small groups of instruments. ",Introduction to Composition III,['MUS 33B']
MUS 43,"The department seminar serves both as a general department meeting and as a forum for the presentation of research and performances by visitors, faculty, and students. Required of all undergraduate music and music humanities majors every quarter a student is a declared music major. Four units or four quarters of enrollment are required of all undergraduate ICAM music majors who choose the MUS 43. Department Seminar option for their Visitor Series requirement. P/NP grades only. May be taken for credit up to twelve times.",Department Seminar,[]
MUS 80,This course presents selected topics in music and consists of lecture and listening sessions. No prior technical knowledge is necessary. The course will be offered during  summer session. ,Special Topics in Music,[]
MUS 87,"The Freshman Seminar Program is designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small seminar setting. Freshman Seminars are offered in all campus departments and undergraduate colleges, and topics vary from quarter to quarter. Enrollment is limited to fifteen to twenty students, with preference given to entering freshmen. ",Freshman Seminar,[]
MUS 95,"Performance in an ensemble appropriate to student abilities and interests. Normally each section requires student participation for the whole academic year, with credit for participation each quarter. Sections of MUS 95W have included: African drumming, Korean percussion, Indian sitar and tabla, koto, and Indonesian flute. Not all sections will be offered every year. May be repeated for credit. Grading on participation level, individual testing, comparative papers on repertoire covered, etc.  ** Consent of instructor to enroll possible  **",Ensemble Performance,[]
MUS 101A,"Note: Students in the MUS 95 series courses may enroll with a letter grade option a total of twelve units for registered music majors and a total of six units for all other students; after which students may continue to enroll in MUS 95 courses, but only with a P/NP grade option. There is one exception to the above grading policy. MUS 95G, Gospel Choir, can only be taken for a P/NP grading option.",Music Theory and Practice I,[]
MUS 101B,Section B. Instrument Choir,Music Theory and Practice II,[]
MUS 101C,Section C. Concert Choir,Music Theory and Practice III,[]
MUS 102,Section D. Symphonic Chorus,Topics in Music Theory,[]
MUS 103A,Section E. Chamber Orchestra,Seminar in Composition I,[]
MUS 103B,Section G. Gospel Choir,Seminar in Composition II,[]
MUS 103C,Section JC. Jazz Chamber Ensembles,Seminar in Composition III,[]
MUS 103D-E-F,Section K. Chamber Singers ,Honors Seminar in Composition,[]
MUS 105,Section L. Wind Ensemble ,Jazz Composition,[]
MUS 106,Section W. World Music Ensembles  ,Topics in Musical Analysis,[]
MUS 107,"Study of modal counterpart in the style of the sixteenth century. Two-voice species counterpoint studies. Analysis of music of the period. Musicianship studies: sight-singing, dictation, and keyboard skills. ",Critical Studies Seminar,['MUS 2C']
MUS 110,"Study of tonal harmony and counterpoint. Analysis of Bach chorales and other music from the Baroque period. Musicianship studies: sight-singing, dictation, and keyboard skills. ",Introduction to Ethnomusicology Seminar,['MUS 2C']
MUS 111,"Tonal harmony and counterpoint. Analysis of larger classical forms: Sonata, Variation, Minuet and Trio, Rondo. Musicianship studies: sight-singing, dictation, and keyboard skills. ",Topics/World Music Traditions,['MUS 101B']
MUS 112,"Selected topics in music theory. Covers Western classical repertoire from 1850 to the present. Includes chromatic and post-tonal harmony, formal analysis. May be taken for credit up to two times. ",Topics in European Music Before 1750,['MUS 101B']
MUS 113,"First part in composition course sequence. Individual projects will be reviewed in seminar. Techniques of instrumentation will be developed through examination of scores and creative application. Assignments will include short exercises and analysis, and final project for standard ensemble. ","Topics in Classic, Romantic, and Modern Music",['MUS 33C']
MUS 114,Second part in composition course sequence. Intensive work in free composition by drafting a composition for presentation at the end of MUS 103C. Written analysis of contemporary repertoire is introduced. Instruction about calligraphic conventions including computer engraving programs. ,Music of the Twentieth Century,['MUS 103A']
MUS 115,"Third part in composition course sequence. A mixture of individual lessons as well as group meetings, with discussion of topics germane to the development of composers, including musical aesthetics and contemporary orchestration techniques. Final performance of students’ work will take place at the end of the quarter. ",Women in Music,['MUS 103B']
MUS 116,Advanced individual projects for senior music majors pursuing honors in composition. Projects will be critically reviewed in seminar with fellow students and faculty composers. ,Popular Music Studies Seminar,['MUS 103A-B-C']
MUS 120A,This course will explore a range of compositional possibilities from song forms to modal and more extended forms. May be taken for credit two times.   ** Consent of instructor to enroll possible  **,History of Music in Western Culture I,['MUS 101A']
MUS 120B,"Topics in musical analysis. Covers full range of musical repertoire 1900 to present, including music that does not depend on notation. May be taken for credit up to two times. ",History of Music in Western Culture II,['MUS 2C']
MUS 120C,"This seminar explores the history of music in relation to critical issues, such as race, gender, sexuality, the environment, and politics. Readings include recent literature in cultural studies, musicology, and sociology. Topics vary. May be taken three times for credit. ",History of Music in Western Culture III,['MUS 120C']
MUS 126,"This seminar introduces the central theories, methods, and approaches used to study the music of contemporary cultures, in their local contexts. In addition to surveying key writings, students will document music from their local environment.  ** Consent of instructor to enroll possible  ** ** Upper-division standing required ** ",Blues: An Oral Tradition,[]
MUS 127,"A study of particular regional music in their repertory, cultural context, and interaction with other traditions. Topics vary. May be taken for credit up to three times. ",Discover Jazz,[]
MUS 128,"This course will address topics in medieval, Renaissance, and Baroque music; topics will vary from year to year. May be repeated five times for credit.  ** Consent of instructor to enroll possible  **",Principles and Practice of Conducting,[]
MUS 130,This course will focus on Western music between 1750 and the early twentieth century; topics will vary from year to year. May be repeated five times for credit.  ** Consent of instructor to enroll possible  **,Chamber Music Performance,[]
MUS 131,An exploration of materials and methods used in the music of our time. There will be an extra discussion group for music majors. May be repeated once for credit. ,Advanced Improvisation Performance,[]
MUS 132,"A survey of the biographical, historical, sociological, and political issues affecting woman musicians, their creativity, their opportunities, and their perception by others. It compares and contrasts the work of women composers, performers, patrons, teachers, and writers on music from the Middle Ages through the present.  ** Consent of instructor to enroll possible  **",Proseminar in Music Performance,[]
MUS 132C,"This course examines special topics in popular music from various sociopolitical, aesthetic, and performance perspectives. Readings include recent literature in cultural studies, musicology, and/or performance practice. Topics vary. May be taken three times for credit.  ** Consent of instructor to enroll possible  ** ** Upper-division standing required ** ",Vocal Coaching,[]
MUS 132R,"First part of intensive historical, analytical, and cultural-aesthetic examination of music in Western culture from the ninth through the twenty-first centuries. Considers both sacred and secular repertories, from Gregorian chant through early opera, c. 800–1600. ",Recital Preparation,['MUS 1C']
MUS 132V,"Second part of intensive historical, analytical, and cultural-aesthetic examination of music in Western culture from the ninth through the twenty-first centuries. Considers both instrumental and vocal repertories, from the Baroque to the Romantic, c. 1600–1830. ",Proseminar in Vocal Instruction,['MUS 120A']
MUS 133,"Third part of intensive historical, analytical,
				  and cultural-aesthetic examination of music in Western culture
				  from the ninth through the twenty-first centuries. Considers
				  both established traditions and new trends, from Romanticism
				  through Modernism and Postmodernism, c. 1890–present. ",Projects in New Music Performance,['MUS 120B']
MUS 134,"This course will examine the development of the Blues from its roots in work-songs and the minstrel show to its flowering in the Mississippi Delta to the development of Urban Blues and the close relationship of the Blues with Jazz, Rhythm and Blues, and Rock and Roll. (Cross-listed with ETHN 178.) ",Symphonic Orchestra,[]
MUS 137A,"Offers an introduction to jazz, including important performers and their associated styles and techniques. Explores the often-provocative role jazz has played in American and global society, the diverse perceptions and arguments that have surrounded its production and reception, and how these have been inflected by issues of race, class, gender, and sexuality. Specific topics vary from year to year. (Cross-listed with ETHN 179.) ",Jazz Theory and Improvisation,[]
MUS 137B,"The theory and practice of instrumental and/or choral conducting as they have to do with basic baton techniques, score reading, interpretation, orchestration, program building, and functional analysis. Members of the class will be expected to demonstrate their knowledge in the conducting of a small ensemble performing literature from the eighteenth, nineteenth, and twentieth centuries. ",Jazz Theory and Improvisation,['MUS 2A-B-C']
MUS 137C,"Instruction in the preparation of small group performances of representative instrumental and vocal chamber music literature. May be taken for credit six times, after which students must enroll for zero units.  ** Consent of instructor to enroll possible  **",Jazz Theory and Improvisation,[]
MUS 137D,Master class instruction in advanced improvisation performance for declared majors and minors only or consent of instructor. Audition required at first class meeting. May be repeated six times for credit.  ** Consent of instructor to enroll possible  **,Seminar in Jazz Studies I,[]
MUS 137E,Individual or master class instruction in advanced instrumental performance. For declared music majors and minors. Students must be simultaneously enrolled in a performance ensemble or nonperformance music course. May be taken six times for credit. ,Seminar in Jazz Studies II,[]
MUS 137F,"Individual instruction in advanced vocal coaching. Emphasis placed on diction and musical issues. For declared music majors and minors. Students must be simultaneously enrolled in the Vocal Master Class, MUS 32VM. May be taken six times for credit.  ** Consent of instructor to enroll possible  **",Seminar in Jazz Studies III,['MUS 132V']
MUS 143,Advanced instrumental/vocal preparation for senior music majors pursuing honors in performance. Repertoire for a solo recital will be developed under the direction of the appropriate instrumental/vocal faculty member. Special audition required during Welcome Week preceding fall quarter. ,Department Seminar,[]
MUS 150,"Individual instruction in advanced vocal performance. For declared music majors and minors. Students must be simultaneously enrolled in a performance ensemble or nonperformance music course and in the Vocal Master Class, MUS 32VM. May be taken six times for credit. ","Jazz and the
		  Music of the African Diaspora: Special Topics Seminar",[]
MUS 151,Performance of new music of the twentieth century. Normally offered winter quarter only. Required a minimum of one time for all music majors. May be taken two times for credit.  ** Consent of instructor to enroll possible  **,"Race, Culture, and Social Change",[]
MUS 152,"Repertoire is drawn from the classic symphonic literature of the eighteenth, nineteenth, and twentieth centuries with a strong emphasis on recently composed and new music. Distinguished soloists, as well as The La Jolla Symphony Chorus, frequently appear with the orchestra. The La Jolla Symphony Orchestra performs two full-length programs each quarter, each program being performed twice. May be repeated six times for credit. ",Hip Hop: The Politics of Culture,[]
MUS 153,"Study of jazz theory and improvisation, focused on fundamental rhythmic, harmonic, melodic, and formal aspects of modern jazz style. Application of theoretical knowledge to instruments and concepts will be reinforced through listening, transcription work, and composition and improvisation exercises. First course of a yearlong sequence.  ** Consent of instructor to enroll possible  **",African Americans and the Mass Media,['MUS 2A-B-C']
MUS 160A,"Study of jazz theory and improvisation, focused on fundamental rhythmic, harmonic, melodic, and formal aspects of modern jazz style. Application of theoretical knowledge to instruments and concepts will be reinforced through listening, transcription work, and composition and improvisation exercises. Second course of a yearlong sequence; continuation of MUS 137A.  ** Consent of instructor to enroll possible  **",Senior Project in Computing Arts I,['MUS 137A']
MUS 160B,"Study of jazz theory and improvisation, focused on fundamental rhythmic, harmonic, melodic, and formal aspects of modern jazz style. Application of theoretical knowledge to instruments and concepts will be reinforced through listening, transcription work, and composition and improvisation exercises. Third course of a yearlong sequence; continuation of MUS 137B.  ** Consent of instructor to enroll possible  **",Senior Project in Computing Arts II,['MUS 137B']
MUS 170,Advanced individual projects for senior music majors pursuing honors in jazz and music of the African diaspora. Projects will be critically reviewed in seminar with fellow students and jazz faculty. First course of a yearlong sequence. ,Musical Acoustics,['MUS 137A-B-C']
MUS 171,Advanced individual projects for senior music majors pursuing honors in jazz and music of the African diaspora. Projects will be critically reviewed in seminar with fellow students and jazz faculty. Second course of a yearlong sequence; continuation of 137D. ,Computer Music I,['MUS 137D']
MUS 172,Advanced individual projects for senior music majors pursuing honors in jazz and music of the African diaspora. Projects will be critically reviewed in seminar with fellow students and jazz faculty. Third course of a yearlong sequence; continuation of 137E. ,Computer Music II,['MUS 137E']
MUS 173,"The department seminar serves both as a general department meeting and as a forum for the presentation of research and performances by visitors, faculty, and students. Required of all undergraduate music majors every quarter. ",Electronic Music Production and Composition ,[]
MUS 174A,An in-depth writing and listening intensive investigation into a jazz or diaspora-related music history topic. Topics vary from year to year. May be repeated once for credit.  ** Consent of instructor to enroll possible  **,Audio/MlDI Studio Techniques I,"['MUS 126/ETHN', 'MUS 127/ETHN']"
MUS 174B,Aggrieved groups generate distinctive cultural expressions by turning negative ascription into positive affirmation and by transforming segregation into congregation. This course examines the role of cultural expressions in struggles for social change by these communities inside and outside the United States. (Cross-listed with ETHN 108.)  ** Consent of instructor to enroll possible  ** ** Upper-division standing required ** ,Audio/MlDI Studio Techniques II,[]
MUS 174C,"Examination of hip-hop’s music, technology, lyrics, and its influence in graffiti, film, music video, fiction, advertising, gender, corporate investment, government and censorship with a critical focus on race, gender, popular culture, and the politics of creative expression. (Cross-listed with ETHN 128.)  ** Consent of instructor to enroll possible  ** ** Upper-division standing required ** ",Audio/MlDI Studio Techniques III,[]
MUS 175,"Examination of media representations of African Americans from slavery to the present focusing on emergence and transmission of enduring stereotypes, their relationship to changing social, political, and economic frameworks, and African Americans’ responses to and interpretations of these mediated images. (Cross-listed with ETHN 164.)  ** Consent of instructor to enroll possible  ** ** Upper-division standing required ** ",Musical Psychoacoustics,[]
MUS 176,"Students pursue projects of their own design over two quarters with support from faculty in a seminar environment. Project proposals are developed, informed by project development guidelines from real world examples. Collaborations are possible. Two production-course limitation. Renumber from ICAM 160A. Students may receive credit for only one of the following: MUS 160A, VIS 160A, ICAM 160A. ",Music Technology Seminar,"['VIS 141B', 'VIS 145B', 'VIS 147B', 'MUS 172']"
